id,english,twi,source
16474,He wrote this book at the age of twenty.,,verified_data
16475,Kwaku was angry with Abena.,,verified_data
16476,Kwaku crossed the border into France.,,verified_data
16477,I've come to see you.,,verified_data
16478,His explanation was not satisfactory.,,verified_data
16479,I don't know how to thank you enough.,,verified_data
16480,What do you have on for tomorrow night?,,verified_data
16481,I think it's time for me to clean the garage.,,verified_data
16482,"I don't have my license with me. ""No problem, I'll drive.""",,verified_data
16483,My fate is in your hands.,,verified_data
16484,You can go home.,,verified_data
16485,You know Kwaku was right.,,verified_data
16486,I'd rather stay.,,verified_data
16487,I hope that everything is in order.,,verified_data
16488,Take care of yourselves!,,verified_data
16489,Abena is Kwaku's oldest child from his third marriage.,,verified_data
16490,Kwaku won a free trip to Boston.,,verified_data
16491,Wash your hands before each meal.,,verified_data
16492,I hope that she'll get well soon.,,verified_data
16493,It's not that cold.,,verified_data
16494,Kwaku accused Abena of being a liar.,,verified_data
16495,Why would Kwaku decide not to go to Boston?,,verified_data
16496,I wish I were younger.,,verified_data
16497,He goes to kindergarten.,,verified_data
16498,Kwaku has already finished the work that he needed to do.,,verified_data
16499,The job offer still stands.,,verified_data
16500,I taught him how to swim.,,verified_data
16501,Where were you that night?,,verified_data
16502,He's busy and can't meet with you.,,verified_data
16503,Kwaku doesn't know about Abena's death yet.,,verified_data
16504,I'll follow you wherever you go.,,verified_data
16505,The question is who caused the accident.,,verified_data
16506,I thought you were off today.,,verified_data
16507,Traffic accidents happen every day.,,verified_data
16508,Kwaku says he has something to show us.,,verified_data
16509,Kwaku lived in a small fishing village.,,verified_data
16510,Kwaku can get to work faster on bicycle than by car.,,verified_data
16511,You can't deny that.,,verified_data
16512,One of her cars is blue and the others are red.,,verified_data
16513,How much is it worth to you?,,verified_data
16514,I think that accident could've been prevented.,,verified_data
16515,Never speak ill of others.,,verified_data
16516,You have to put more coal in the stove.,,verified_data
16517,Don't put off until tomorrow what you can do today.,,verified_data
16518,Kwaku did neither of the two things I asked him to do.,,verified_data
16519,He knew it all along.,,verified_data
16520,I didn't think it mattered to you.,,verified_data
16521,I wrote a lot in my diary yesterday.,,verified_data
16522,I don't think they're teachers.,,verified_data
16523,How long are you going to stay here?,,verified_data
16524,Few people understood his comment.,,verified_data
16525,I cleared the roof of snow.,,verified_data
16526,All you need to do is just sit here.,,verified_data
16527,I have to leave you.,,verified_data
16528,I talked with our sales people.,,verified_data
16529,Is today really Monday?,,verified_data
16530,I want Kwaku fired.,,verified_data
16531,Many parents believe that there is too much violence on TV.,,verified_data
16532,He had a traffic accident.,,verified_data
16533,We've worked together for over thirty years.,,verified_data
16534,"After their quarrel, she called it quits.",,verified_data
16535,I'm glad I could help.,,verified_data
16536,It is not easy to speak English well.,,verified_data
16537,He could not go to college.,,verified_data
16538,Do what he tells you.,,verified_data
16539,We went to the café that I told you about.,,verified_data
16540,I need to know you're OK.,,verified_data
16541,His remark has nothing to do with the subject.,,verified_data
16542,Kwaku wants to build his dream house.,,verified_data
16543,This cold weather isn't usual for June.,,verified_data
16544,Would you prefer to speak in English?,,verified_data
16545,I must hurry to class.,,verified_data
16546,I didn't know you were coming.,,verified_data
16547,A friend of mine called on me at my office.,,verified_data
16548,Can I eat this orange?,,verified_data
16549,Kwaku said he regretted not following Abena's advice.,,verified_data
16550,Kwaku isn't here at the moment.,,verified_data
16551,He devoted a lot of time to study.,,verified_data
16552,The title is misleading.,,verified_data
16553,I'm as healthy as a horse.,,verified_data
16554,She invited me to her birthday party.,,verified_data
16555,What is the name of this river?,,verified_data
16556,"She was poor, but she was honest.",,verified_data
16557,I saw Kwaku in my dreams.,,verified_data
16558,They often clashed over their political beliefs.,,verified_data
16559,I know nothing about this project.,,verified_data
16560,We import many things from Australia.,,verified_data
16561,Was there fresh bread in the box?,,verified_data
16562,Kwaku is addicted to the Internet.,,verified_data
16563,This laptop belongs to me.,,verified_data
16564,I'll call you up tomorrow.,,verified_data
16565,He knows how to break the law without being caught.,,verified_data
16566,You made a mistake.,,verified_data
16567,He was blind from birth.,,verified_data
16568,That's Kwaku's father.,,verified_data
16569,There was not enough fuel.,,verified_data
16570,Only a few students understood the matter.,,verified_data
16571,I have a great life.,,verified_data
16572,Please tell me you're OK.,,verified_data
16573,This hat isn't new.,,verified_data
16574,I am going to swim a lot this summer.,,verified_data
16575,Let's go back to the beginning.,,verified_data
16576,This is so annoying.,,verified_data
16577,I want to drink a cup of tea.,,verified_data
16578,The door opens into the bedroom.,,verified_data
16579,We want to have a word with Kwaku.,,verified_data
16580,I'd like to see them again.,,verified_data
16581,We didn't have much trouble.,,verified_data
16582,Who buried the gold bars here?,,verified_data
16583,Kwaku couldn't find the page he was looking for.,,verified_data
16584,I won't go back with you.,,verified_data
16585,I was eating when you called me.,,verified_data
16586,No one lived on the island at that time.,,verified_data
16587,The police blamed the accident on the taxi driver.,,verified_data
16588,The prospects for Japan's future look dismal.,,verified_data
16589,The price of meat dropped.,,verified_data
16590,You must not lose sight of your goal in life.,,verified_data
16591,I missed you.,,verified_data
16592,Kwaku told Abena the absolute truth.,,verified_data
16593,Do you have something for me?,,verified_data
16594,Kwaku appreciated Abena's support.,,verified_data
16595,Where can I buy envelopes?,,verified_data
16596,Kwaku wished he had someone to talk to.,,verified_data
16597,Do you really think that that would work?,,verified_data
16598,When was the last time you visited your grandmother?,,verified_data
16599,Is that your house?,,verified_data
16600,Kwaku is trying on shoes.,,verified_data
16601,I borrowed money from my father.,,verified_data
16602,Let's not invite Kwaku.,,verified_data
16603,I'll look it up.,,verified_data
16604,The jewel was stolen during the night.,,verified_data
16605,"If you were to win the lottery, what would you buy with the money?",,verified_data
16606,"Could you repeat that, please?",,verified_data
16607,Do you think I should go alone?,,verified_data
16608,I remember this story.,,verified_data
16609,Everything was ready for the trip.,,verified_data
16610,Do you have a map of Boston?,,verified_data
16611,I can't buy this because I don't have enough money.,,verified_data
16612,I think we're ready.,,verified_data
16613,They got married last fall.,,verified_data
16614,You should carry out your duty.,,verified_data
16615,My mother is busy cooking supper.,,verified_data
16616,Kwaku is poor.,,verified_data
16617,Kwaku wants to marry me.,,verified_data
16618,Don't underestimate the problem.,,verified_data
16619,Where did you take your jeans off?,,verified_data
16620,We used to take a walk before breakfast.,,verified_data
16621,She is an expert in mathematics.,,verified_data
16622,India was governed by Great Britain for many years.,,verified_data
16623,Raise your hand if you have a question.,,verified_data
16624,"When the police arrived, the thieves had disappeared.",,verified_data
16625,My opinion has changed.,,verified_data
